,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,EDA_Mean,EDA_Min,EDA_Max,EDA_Std,EDA_Kurtosis,EDA_Skew,EDA_Num_Peaks,EDA_Amphitude,EDA_Duration,HR_Mean,HR_Min,HR_Max,HR_Std,HR_RMS,temp_Mean,temp_Min,temp_Max,temp_Std,pred
30,67.03674999999998,67.85525,69.03699999999999,70.14175,70.78975,71.26350000000001,71.44675,71.70125,72.15775,72.26975,0.624390575,0.6724148999999999,0.69060375,0.6522463,0.62205355,0.607005175,0.60156205,0.591668475,0.5730660999999999,0.5622761000000001,0.624390575,0.6724148999999999,0.69060375,0.6522463,0.62205355,0.607005175,0.60156205,0.591668475,0.5730660999999999,0.5622761000000001,0.5527667999999999,0.542009,0.5625,0.00514518385580147,-0.9575344823553853,-0.06910700576585245,0.0,0.0,0.0,71.93599999999999,71.52,72.4,0.2482820976228435,0.04851645240375723,0.5527667999999999,0.542009,0.5625,0.00514518385580147,0.0
31,67.85525,69.03699999999999,70.14175,70.78975,71.26350000000001,71.44675,71.70125,72.15775,72.26975,71.93599999999999,0.6724148999999999,0.69060375,0.6522463,0.62205355,0.607005175,0.60156205,0.591668475,0.5730660999999999,0.5622761000000001,0.5527667999999999,0.6724148999999999,0.69060375,0.6522463,0.62205355,0.607005175,0.60156205,0.591668475,0.5730660999999999,0.5622761000000001,0.5527667999999999,0.5530229999999999,0.542009,0.565062,0.005909407694515592,-0.8245692920313932,0.3253996584478814,0.0,0.0,0.0,71.47999999999999,70.83,71.87,0.2965130688519467,0.05693000650821716,0.5530229999999999,0.542009,0.565062,0.005909407694515592,0.0
32,69.03699999999999,70.14175,70.78975,71.26350000000001,71.44675,71.70125,72.15775,72.26975,71.93599999999999,71.47999999999999,0.69060375,0.6522463,0.62205355,0.607005175,0.60156205,0.591668475,0.5730660999999999,0.5622761000000001,0.5527667999999999,0.5530229999999999,0.69060375,0.6522463,0.62205355,0.607005175,0.60156205,0.591668475,0.5730660999999999,0.5622761000000001,0.5527667999999999,0.5530229999999999,0.555232275,0.547132,0.565062,0.004337339414822756,-0.38927472508846694,0.46109866943366395,1.0,0.016649999999999943,9.892735622261313,70.9365,70.5,71.52,0.3310253011478129,0.056568542494923754,0.555232275,0.547132,0.565062,0.004337339414822756,0.0
33,70.14175,70.78975,71.26350000000001,71.44675,71.70125,72.15775,72.26975,71.93599999999999,71.47999999999999,70.9365,0.6522463,0.62205355,0.607005175,0.60156205,0.591668475,0.5730660999999999,0.5622761000000001,0.5527667999999999,0.5530229999999999,0.555232275,0.6522463,0.62205355,0.607005175,0.60156205,0.591668475,0.5730660999999999,0.5622761000000001,0.5527667999999999,0.5530229999999999,0.555232275,0.55433575,0.547132,0.558658,0.002727064738413813,-0.3420865579495773,-0.46830193742597664,0.0,0.0,0.0,70.42349999999999,69.65,70.83,0.302353683622343,0.07337993857053403,0.55433575,0.547132,0.558658,0.002727064738413813,0.0
34,70.78975,71.26350000000001,71.44675,71.70125,72.15775,72.26975,71.93599999999999,71.47999999999999,70.9365,70.42349999999999,0.62205355,0.607005175,0.60156205,0.591668475,0.5730660999999999,0.5622761000000001,0.5527667999999999,0.5530229999999999,0.555232275,0.55433575,0.62205355,0.607005175,0.60156205,0.591668475,0.5730660999999999,0.5622761000000001,0.5527667999999999,0.5530229999999999,0.555232275,0.55433575,0.5781249749999999,0.550974,0.623975,0.02764115412884157,-1.3029577061428759,0.665135108374017,0.0,0.0,0.0,69.64275,68.53,70.5,0.6404255909159151,0.10740529519487152,0.5781249749999999,0.550974,0.623975,0.02764115412884157,0.0
35,71.26350000000001,71.44675,71.70125,72.15775,72.26975,71.93599999999999,71.47999999999999,70.9365,70.42349999999999,69.64275,0.607005175,0.60156205,0.591668475,0.5730660999999999,0.5622761000000001,0.5527667999999999,0.5530229999999999,0.555232275,0.55433575,0.5781249749999999,0.607005175,0.60156205,0.591668475,0.5730660999999999,0.5622761000000001,0.5527667999999999,0.5530229999999999,0.555232275,0.55433575,0.5781249749999999,0.60895815,0.563781,0.623975,0.017877277465472758,0.7049195590563491,-1.4875429142018528,1.0,0.01280799999999993,7.74995120046848,68.67425,67.9,69.65,0.496260453290408,0.09498987800327428,0.60895815,0.563781,0.623975,0.017877277465472758,0.0
36,71.44675,71.70125,72.15775,72.26975,71.93599999999999,71.47999999999999,70.9365,70.42349999999999,69.64275,68.67425,0.60156205,0.591668475,0.5730660999999999,0.5622761000000001,0.5527667999999999,0.5530229999999999,0.555232275,0.55433575,0.5781249749999999,0.60895815,0.60156205,0.591668475,0.5730660999999999,0.5622761000000001,0.5527667999999999,0.5530229999999999,0.555232275,0.55433575,0.5781249749999999,0.60895815,0.6226939,0.611167,0.641905,0.009528253399233248,-0.694046034817605,0.8509124556239285,1.0,0.010245999999999977,6.238024412712637,68.01275000000001,67.68,68.53,0.2882792699796496,0.05484243163547898,0.6226939,0.611167,0.641905,0.009528253399233248,0.0
37,71.70125,72.15775,72.26975,71.93599999999999,71.47999999999999,70.9365,70.42349999999999,69.64275,68.67425,68.01275000000001,0.591668475,0.5730660999999999,0.5622761000000001,0.5527667999999999,0.5530229999999999,0.555232275,0.55433575,0.5781249749999999,0.60895815,0.6226939,0.591668475,0.5730660999999999,0.5622761000000001,0.5527667999999999,0.5530229999999999,0.555232275,0.55433575,0.5781249749999999,0.60895815,0.6226939,0.6288094,0.609887,0.641905,0.008842891760617679,-0.7185998447349107,-0.5818554405708932,1.0,0.02817599999999998,21.142833240379254,68.02074999999999,67.68,68.93,0.359905456335411,0.0869865890046661,0.6288094,0.609887,0.641905,0.008842891760617679,0.0
38,72.15775,72.26975,71.93599999999999,71.47999999999999,70.9365,70.42349999999999,69.64275,68.67425,68.01275000000001,68.02074999999999,0.5730660999999999,0.5622761000000001,0.5527667999999999,0.5530229999999999,0.555232275,0.55433575,0.5781249749999999,0.60895815,0.6226939,0.6288094,0.5730660999999999,0.5622761000000001,0.5527667999999999,0.5530229999999999,0.555232275,0.55433575,0.5781249749999999,0.60895815,0.6226939,0.6288094,0.62807295,0.609887,0.636782,0.005427583154360695,2.5135305532125134,-1.274187235405004,1.0,0.010245999999999977,5.5,68.80574999999999,67.8,69.83,0.6038869409914422,0.10730976011241744,0.62807295,0.609887,0.636782,0.005427583154360695,0.0
39,72.26975,71.93599999999999,71.47999999999999,70.9365,70.42349999999999,69.64275,68.67425,68.01275000000001,68.02074999999999,68.80574999999999,0.5622761000000001,0.5527667999999999,0.5530229999999999,0.555232275,0.55433575,0.5781249749999999,0.60895815,0.6226939,0.6288094,0.62807295,0.5622761000000001,0.5527667999999999,0.5530229999999999,0.555232275,0.55433575,0.5781249749999999,0.60895815,0.6226939,0.6288094,0.62807295,0.627816725,0.621413,0.63294,0.002878044240343606,-0.6608829150403044,-0.2113895574905092,0.0,0.0,0.0,69.81800000000001,68.93,70.93,0.5678520934186989,0.10558748954643214,0.627816725,0.621413,0.63294,0.002878044240343606,0.0
40,71.93599999999999,71.47999999999999,70.9365,70.42349999999999,69.64275,68.67425,68.01275000000001,68.02074999999999,68.80574999999999,69.81800000000001,0.5527667999999999,0.5530229999999999,0.555232275,0.55433575,0.5781249749999999,0.60895815,0.6226939,0.6288094,0.62807295,0.627816725,0.5527667999999999,0.5530229999999999,0.555232275,0.55433575,0.5781249749999999,0.60895815,0.6226939,0.6288094,0.62807295,0.627816725,0.6274965,0.599641,0.643185,0.009782006251275857,1.5523046503908162,-1.1354450829044993,1.0,0.01921000000000006,6.821416620189616,70.81475,69.83,71.58,0.5817559088655658,0.09614358919652284,0.6274965,0.599641,0.643185,0.009782006251275857,0.0
